Name,Ticker,"Sub-Sector","Market Cap","Percentage Upside","Percentage Buy Reco’s","Price to Intrinsic Value Rank","Price Momentum Rank","Earnings Quality Rank","Value Momentum Rank","Fundamental Score","Basis","Rollover Cost","Fair Value","Highest Put OI Strike","Future Open Interest","Percentage Rollover","Call Open Interest","Fair Value Spread","1D Change in Put OI","1W Change in Future Volume","Highest 1W OI Change PE Strike","Put Call Ratio","1 D Change in Call OI","Put Open Interest","Highest 1D OI Change PE Strike","Future Volume","Calendar Spread","1W Change in Put OI","Highest 1D OI Change CE Strike","Highest 1W OI Change CE Strike","Highest Call OI Strike","1D Change in Future OI","% Price above 1M SMA","Beta","% Price above 1M EMA","1W Change in On Balance Volume","Relative Volume","Super Trend","Alpha","ADX Rating – Trend Strength","Volatility","Stochastic %K","William %R","RSI – 14D","Stochastic %D"
Reliance Industries Ltd,RELIANCE,"Oil & Gas - Refining & Marketing","1433587.93824379","0.5948334466349422","62.5","44","77","55","39","5.593750000000001","7","0.2634231262598497","2178.8192021630452","2100","29229400","4.385165044680604","25655010","3.9807978369549346","1.386704197367328","0.7045529762186185","2300","0.4821266879256722","0.07708942882584924","12368965","2180","18206765","5.75","4.088224044876965","2220","2100","2300","0.6416163864304325","-2.5345147331547","1.20936043938339","-2.2430197054911116","2.301912044895791","0.5701127560471252","2143.2107142857144","25.9467177360676","26.6500843343299","49.384540508414595","2.2026431718061703","-97.79735682819383","45.888888888889","37.43833424078928"
Tata Consultancy Services Ltd,TCS,"IT Services & Consulting","1036896.4658089799","4.387725315624316","50","33","92","94","79","6.761956521739131","-1.5","0.49967412557027036","2767.134433926438","2020","7247400","5.637728556563104","7550400","-5.334433926437669","-1.280372471991853","-0.4226983207874928","2500","0.8087650985378259","-0.01255492780916512","6106500","2760","3290100","13.799999999999727","-12.065837221358219","2780","3300","3000","-4.377770740975295","5.5594127438743","0.769521109679445","4.609249944594285","-4.82493371943795","1.6605462536659443","2600.2321428571427","24.176866369442","45.5961209457671","38.0435627743412","76.55105973025051","-23.44894026974948","81.2671923711718","78.8254728732107"
HDFC Bank Ltd,HDFCBANK,"Private Banks","660086.7579498601","12.898024374599105","93.3333333333333","48","31","30","39","8.128571428571428","5.649999999999864","-0.32780082987552245","1201.0142522815738","1100","36323100","3.8242310824131085","11531850","3.9857477184261825","19.83371731944306","-0.2566184256971409","1160","0.5705632660847999","0.1882012920775247","6579650","1160","13899600","-3.9500000000000455","-1.6928260333634588","1240","1400","1200","-1.7568391770673708","7.0647467885485","1.05084566982387","4.847191527846584","-3.7951096998603737","0.9743142533976747","1121.4249999999997","2.94926908277039","45.0769468903147","43.913932371094","78.36550513913258","-21.634494860867427","75.0524109014675","76.76484456654818"
Hindustan Unilever Ltd,HINDUNILVR,"FMCG - Household Products","505283.82041902497","13.735239599544713","77.5","18","82","84","36","7.666666666666667","-9.600000000000364","0.1681496531913573","2153.534164542576","2000","4941000","16.108215438073962","2216700","-12.584164542576218","4.7036237101032","0.012806496954552493","2100","0.5904723237244552","0.08295471200351745","1308900","2120","1945500","3.600000000000364","3.560408260147163","2300","2300","2200","-2.1390374331550777","2.3580353711255","0.182229150439324","1.1756280890678372","-3.2481081768609914","0.8768596438039645","2165.207142857143","16.5191761150163","25.5957304381978","35.9707796682708","81.15707821590196","-18.842921784098042","65.9883720930232","85.87982237658228"
Infosys Ltd,INFY,"IT Services & Consulting","478240.70882225","16.807060681254246","90.6976744186046","51","93","87","88","5.870652173913044","-9.149999999999864","0.13412616801535945","1117.055587825547","1000","36433200","4.833294062205466","33969600","1.2944121744531003","-1.180535560034557","0.7177450156596135","1200","0.3637134378974142","-0.09924587138447827","12355200","1110","26984400","1.4999999999997726","53.465494112386345","1120","1280","1200","-5.643782826242349","6.8436812978546","0.653681402014963","6.066044431237194","-2.137950151501271","1.2973648149597632","1044.7464285714286","28.3409266509991","48.9472364008897","42.581525761383","69.09480449919656","-30.905195500803444","76.1904761904762","72.51323434985358"
Housing Development Finance Corporation Ltd,HDFC,"Home Financing","352283.24968044","7.762890304026287","92.1052631578947","27","35","16","42",,"4.2000000000000455","0.3942214761686759","1964.4221108940371","1900","24369000","1.328678110755504","3556500","1.4778891059629586","5.377844568484336","-0.6610747051114023","1750","0.8280894137494728","0.04772425983208128","2945100","1950","2715300","7.75","-9.202737698853126","2150","2050","2000","-0.14382829114779616","7.9016195968747","1.09450864560056","5.206074093078206","1.5591903620114074","1.2943042173588475","1782.2428571428572","-2.40309428700948","58.9005831597344","51.5218982794876","81.89294863152222","-18.10705136847779","86.0032550569635","83.1484080993222"
ICICI Bank Ltd,ICICIBANK,"Private Banks","273178.87968442996","20.888107416879784","100","67","18","73","37","4.697142857142857","0.19999999999998863","0.34065102195305724","396.64963966209314","350","115561875","1.8899458543677095","23243000","-0.349639662093125","2.600472813238763","-0.4039349280406823","210","0.590511121628017","0.01142822952192901","13725250","300","33200750","1.349999999999966","-6.377790283248919","370","440","410","-1.8613015098261299","5.9884405437226","1.4498640417051","3.7113385101420038","1.3546386747842465","0.7211659549891951","370.4428571428572","7.9897866535439","37.0191053198056","57.221683221971695","77.10049423393744","-22.89950576606257","71.3450292397661","82.33076566230848"
Kotak Mahindra Bank Ltd,KOTAKBANK,"Private Banks","265066.965883025","8.318750715894778","66.6666666666667","24","20","84","19","6.534285714285715","-2.449999999999818","0.059965519826096575","1338.404634916361","1300","10590400","5.449340919532106","3032400","-4.304634916360783","0.345721694036305","-0.5452809982772269","1360","0.6125840918084685","-0.06059479553903346","1857600","1180","3906400","0.7999999999999545","8.45399346099953","1400","1400","1400","-0.7869294761298051","2.8113407474216","0.906112886265816","1.3531205148844094","2.556526297110445","0.938292447745841","1356.0428571428572","2.61518666244372","32.9164123452562","47.9500083482497","74.23178226514476","-25.768217734855238","66.5215670755837","76.22139379032551"
HCL Technologies Ltd,HCLTECH,"IT Services & Consulting","224460.80841564","8.638372093023252","83.7209302325582","57","94","69","92","6.006521739130434","-0.5","0.20564930744572013","824.2952161220549","800","15230600","3.3552920509442243","18600400","2.354783877945124","15.097115950559159","3.2651347768448957","900","0.2943700135480957","0.4635382242784754","5475400","680","40538400","1.7000000000000455","68.21505376344086","830","1010","900","-0.7662136276566645","-0.7460694111541","0.744152463929499","-0.11695611025803743","-24.953130021248242","1.3947345845916674","823.5714285714284","16.3500242223686","57.2851597744479","41.674933244331","19.294003868471894","-80.70599613152811","49.8592990534663","53.498792071436526"
Bharti Airtel Ltd,BHARTIARTL,"Telecom Services","219034.98287803","68.85295591182367","96.4285714285714",,"54","66","34","6.025","1.599999999999966","0.3099814011159331","402.2073410004537","400","118810137","4.089680204334643","47515170","1.0426589995462905","0.42285050990795714","-0.04830481110752338","340","0.4718348266458902","0.01398325169853054","22419312","330","27278187","1.25","11.017415215398719","380","380","500","0.2984561535095853","-6.8778039252055","0.719516825932321","-7.623661556429473","-1.8824253150265782","0.7290587253024534","444.8964285714286","-3.55922946889616","47.8308656303057","44.9506260126994","12.392755004766434","-87.60724499523357","27.4614472123369","8.451924657309076"
Maruti Suzuki India Ltd,MARUTI,"Four Wheelers","208281.18056940002","4.0469518033833385","67.3913043478261","28","62","19","52","7","35.099999999999454","0.16522366522366258","6904.467559975173","6500","2380100","2.950367274055436","1138500","25.532440024827338","0.5061460592914013","-0.37268713204373427","7000","0.4883618796662275","-0.01743333045654616","556000","6500","596700","11.449999999999818","-5.361702127659573","7500","7600","7200","-0.12588645042171942","1.2658413760311","1.40182100843481","-0.21121767865683871","-2.225071928373734","0.7146207550150538","6660.328571428571","-9.1692041790171","33.9963236138286","51.1743126618614","54.522252352847254","-45.47774764715274","71.5822647250598","66.9989131906076"
ITC Ltd,ITC,"FMCG - Tobacco","203894.45565007","43.78188427749166","80.5555555555556","81","17","87","63","6.075","0.39999999999997726","0.45153521974714034","165.92993004798998","170","131446400","8.450059906328287","93481600","0.17006995201001018","-0.635003479471119","0.13313521545319462","175","0.3910245438674563","0.01592766475395591","36553600","180","24403200","0.75","16.64454201981007","167.5","220","180","-1.259585106127259","-2.7767591275138","0.691124338981136","-3.632740870833917","-3.937496083775925","1.0399838371842807","177.55714285714288","-16.1811111793115","53.1229436617135","41.726331520385","16.6666666666665","-83.3333333333335","40.8014571948998","13.197848848770937"
Asian Paints Ltd,ASIANPAINT,"Paints","197709.8484748","-8.005515558850957","59.459459459459495","7","72","75","33","5.257894736842106","4.700000000000273","0.37513916452877677","2064.0601799331134","1900","2415000","4.6491658488714425","1208700","1.8398200668866593","-3.075571177504388","0.06718346253229979","2120","0.5475304045668901","0.1368510158013545","661800","2200","1610700","7.75","13.88745482705214","2500","2300","2100","4.153189287100534","2.0671418773877","0.504266517081481","1.4242016501366361","3.8642185991493716","0.9218407220257056","1955.8678571428568","16.3555169798699","37.9925785734759","37.2470268128569","67.71612903225797","-32.283870967742025","69.14172783738","76.590703553129"
Bajaj Finance Ltd,BAJFINANCE,"Consumer Finance","194006.09654509","5.78272027373824","42.8571428571429","34","30","9","25","5.048","8.650000000000091","-0.050925925925928726","3235.833913461511","2800","4555500","8.709414416574743","3553750","4.166086538488798","-0.9762408844977699","-0.21841688274272542","2500","0.5922616953921913","0.003529827038475153","2104750","2900","5425750","-1.650000000000091","9.408706952566593","3400","4200","3500","-3.6841270680268545","-2.260380874026","1.67455699123341","-3.051955397144357","2.933661633996304","0.8011544701543241","3487.7250000000004","15.5695996062196","31.648042337614","68.2336295044514","18.81903143585382","-81.18096856414618","54.3506921555702","42.64413017906487"
Wipro Ltd,WIPRO,"IT Services & Consulting","193349.48805292","1.3185011709601762","34.8837209302326","54","92","92","82","4.453260869565217","0.5999999999999659","0.24981631153564227","340.1213080313808","300","28656000","6.94642493379507","76630400","0.12869196861919363","-1.8668596237337192","-0.562009033778476","330","0.2831669937779263","-0.00729594163246694","21699200","320","28547200","0.8500000000000227","39.67044284243049","385","420","400","-0.830564784053156","2.2788012015087","0.41149199407017","1.8642941244433997","-19.747316928654122","2.118862100452253","327.7607142857143","12.3801719984682","51.6143258050743","41.773778594231295","41.70714781401801","-58.29285218598199","61.1907866145154","50.20080909031674"
State Bank of India,SBIN,"Public Banks","174877.76300873","37.38957739175526","93.0232558139535","91","10","35","59","3.982857142857143","0.44999999999998863","0.3564154786150655","196.22190581112636","180","96516000","6.531440162271805","76710000","0.1780941888736436","7.165014753726262","-0.426733907524932","195","0.5539303871724678","-0.01090824694414361","42492000","205","60702000","0.6999999999999886","8.42008573178199","260","185","200","0.21181161226015988","3.1573682894407997","1.42535604446717","1.1101649744593045","6.828350515448103","0.76984238593856","183.52500000000003","-11.3044101192186","39.8883298225373","50.042980664707606","58.02997858672371","-41.97002141327629","65.8227848101266","65.09275179362837"
Nestle India Ltd,NESTLEIND,"FMCG - Foods","148771.8601809","12.853738924228097","34.2105263157895","15","70","99","31","6.281578947368422","-14.100000000000364","0.4054189924202865","15451.661455178017","15000","415100","2.486089736000947","84800","-35.51145517801706","10.58823529411765","0.3302639656230817","15000","0.4433962264150944","0.123923127899271","37600","14750","108350","62.5","27.027027027027017","15750","15750","16000","0.9484435797665336","-2.0248400786201","0.366885434664465","-2.601434089115895","-60.79145087169013","0.63699107009625","15255.435714285713","23.0475744237745","33.3144753261202","34.343639541651996","4.042775169535733","-95.95722483046427","42.285139046181","25.065166718614943"
Axis Bank Ltd,AXISBANK,"Private Banks","144562.00960816","14.749243406830958","73.9130434782609","77","11","41","47","4.14","0.5","0.5075068724888935","473.05551571919415","400","47899200","2.4872174702537393","11250000","-0.15551571919411344","4.912597950572639","-0.3875244585385601","420","0.7426133333333333","0.001923693491503675","8354400","480","21786000","2.3999999999999773","-0.22929206076239833","540","550","500","-2.058643111274694","6.7220910662043","1.54651194727381","4.468366532909807","-22.787631624510137","0.7985926588930249","423.5035714285714","-5.2672333278594","36.7747348326766","69.6953047709112","85.1880877742946","-14.811912225705399","73.9457202505219","83.55566760145662"
UltraTech Cement Ltd,ULTRACEMCO,"Cement","129273.26605199999","7.49151324344672","92.3076923076923","36","31","63","58","4.035135135135135","14.399999999999636","0.25909040364727315","4488.319489849704","4200","1897800","1.4590932777488275","510800","8.180510150295959","2.294596595114728","0.577659101023587","4400","0.5411119812059515","0.02078337330135893","276400","4450","709000","11.649999999999636","43.36099585062241","4900","5000","5000","0.4020738546185676","8.7363802049376","0.95373610512073","6.985675626687948","29.561167071639844","1.2950956856178062","4039.471428571429","0.207135597458586","39.9607344645036","41.830289243544996","93.43986543313714","-6.560134566862856","82.334335787618","88.07849704178277"
Avenue Supermarts Ltd,DMART,"Retail - Department Stores","128531.45418822","6.731668099307288","29.166666666666703","2","58","8","8",,,,,,,,,,,,,,,,,,,,,,,,"-4.2138750368093","0.274784988104683","-4.20958660774332","-9.475165970002458","0.8549389251476328","2137.5214285714287","17.3810846685644","41.8374116288786","39.623423125831806","6.932659324787889","-93.06734067521211","32.5066430469443","4.988866823132946"
Larsen & Toubro Ltd,LT,"Construction & Engineering","125534.75558086","31.909540954095394","94.4444444444444","69","2","32","43","5.1534883720930225","4","0.22825965928069863","895.3406786717431","900","14918750","7.57046433537971","6875550","2.759321328256874","2.039809179141305","-0.6288371050862649","820","0.4962003039756819","-0.00927246790299574","3411650","840","3644300","2.0499999999999545","11.30450385788624","900","1020","920","-0.20602626834921312","0.40680421459269994","1.13081147854144","-0.6955149750253131","-25.860458321104655","0.973016024400403","915.6357142857144","-12.4180329712516","30.7299049640661","43.1267766391623","36.317907444668116","-63.68209255533189","51.7327617006074","57.82232260547431"
Sun Pharmaceutical Industries Ltd,SUNPHARMA,"Pharmaceuticals","116823.6196893","11.840097899245352","66.6666666666667","47","78","69","30","4.8373333333333335","1","0.5021520803443305","487.5756363329289","500","37637600","3.0698865715331136","14126000","0.3243636670711112","4.652233993551369","-0.27346432659290343","450","0.4503468780971259","0.04744108792691781","6361600","480","10663800","2.4499999999999886","10.96459096459097","500","500","520","1.5985790408525657","-3.8426408219489","0.564139528513594","-3.8617980191002377","-8.829396157062913","0.7824015689469038","531.4178571428572","-1.72501042650633","19.2064415472423","39.8886084059676","3.6405005688281373","-96.35949943117186","48.8110678772157","19.787020846830462"
HDFC Life Insurance Company Ltd,HDFCLIFE,"Insurance","113291.74619127","11.279430097951925","58.6206896551724","3","45","77","3","6.45","3.3500000000000227","0.1240035429583783","561.9286677515363","550","11411400","3.986397128282637","4763000","2.5713322484637047","4.032258064516125","-0.536404910038675","530","0.4766743648960739","0.1515957446808511","2270400","520","3032700","0.7000000000000455","23.29749103942653","560","600","600","2.176696542893719","-2.2186597430659",,"-2.335032079344901","-0.07213395708016951","1.0541147475039725","603.7607142857144","14.4569998654458","31.5071716961323","49.9724064657818","15.749235474006024","-84.25076452599397","41.4263240692187","27.522935779816475"
Adani Green Energy Ltd,ADANIGREEN,"Renewable Energy","110317.74723980001",,,,"90","6","51","5",,,,,,,,,,,,,,,,,,,,,,,"2.6348050360681",,"4.381259134218185","0.5231373509062883","0.4976250623775324","637.007142857143","158.015552493957","38.3847466998157","57.0894338153782","41.34001823154057","-58.65998176845943","61.2587959343237","57.727454592805124"
Titan Company Ltd,TITAN,"Precious Metals, Jewellery & Watches","108589.5641604","-5.65548780487803","41.3793103448276","6","71","23","17","5.720408163265306","1.9500000000000455","0.3918047506325977","1224.8472778406697","1100","5343750","2.377717391304348","2985000","0.25272215933046027","-0.8105802047781552","0.19002297341647512","1100","0.5841708542713567","-0.005000000000000004","1743750","1140","2719500","4.7999999999999545","2.46804759806083","1460","1300","1300","-0.5860192549183796","3.1317255582278998","0.882252607245566","2.004540053743775","-11.723959762857799","0.9968616501100904","1155.8857142857144","19.43647391547","39.6507961821782","43.602302196749996","66.14808412561224","-33.85191587438775","76.5763661840262","67.89855981346166"
Bajaj Finserv Ltd,BAJAJFINSV,"Insurance","94545.07964561999","16.242445817546887","72.72727272727269","49","4","2","24",,"23.699999999999818","0.23259705488620544","5960.559581319558","5000","802375","6.0674794442869295","375000","15.440418680442235","0.1317523056653558","-0.3853711790393013","6300","0.5066666666666667","-0.09145972138098124","190000","5500","422250","13.899999999999636","7.344632768361592","5900","6700","6000","-2.8601694915254217","1.5508240352134","1.57184696494702","0.05593496666005393","-0.4929563240338349","0.9539317997092986","6112.171428571428","0.315618478346698","39.8040680572374","60.4026533032453","37.85407725321894","-62.14592274678107","54.9498372201183","64.08310274892595"
Dabur India Ltd,DABUR,"FMCG - Personal Products","90438.90575692001","4.526661514683143","64.8648648648649","12","60","94","28","3.8454545454545457","2.599999999999966","0.019443904335995087","512.410049520558","500","10066250","2.54381694255112","5040000","1.88995047944195","12.828685258964152","0.5639484978540772","515","0.3511904761904762","0.1978609625668448","1770000","490","4555000","0.10000000000002274","39.37007874015748","515","590","540","0.6373406648337854","0.6421666486375","0.5471894096015","0.2592603069402344","-0.364269011815256","1.00032231710576","491.4464285714286","14.4675192488721","27.4178977795916","33.3880709611568","45.804195804195714","-54.195804195804286","64.0234948604992","58.73900329329086"
